matrix_index,case_tag,partition_name,partition_basis,matrix_convention,geometry_file,simplified_geometry_file,region_id,population,population_rounded,target_population,population_ratio,area_m2,area_sqmi,population_density_per_sqmi,centroid_x,centroid_y,centroid_lon,centroid_lat
4245,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004245,177.89866510315375,178,8432.079434167574,0.0210978402767758,4856227.706879996,1.8749999999999984,94.87928805501542,16156.072658306051,248143.45189917056,-77.31282221066103,39.23768515299892
4246,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004246,3280.8562693421563,3281,8432.079434167574,0.3890921919032001,4856227.706879996,1.8749999999999984,1749.7900103158183,18359.75768727004,248143.45189917056,-77.2872912753989,39.23764416151645
4247,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004247,1314.1129926327,1314,8432.079434167574,0.1558468469008714,4856227.706879996,1.8749999999999984,700.8602627374407,24970.812774161997,248143.45189917056,-77.21069866121005,39.23748978172728
4248,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004248,1278.066143567601,1278,8432.079434167574,0.1515718813545278,4856227.706879996,1.8749999999999984,681.635276569388,27174.49780312598,248143.45189917056,-77.18516786550882,39.23742785338312
4249,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004249,162.21199247661986,162,8432.079434167574,0.0192374839140297,4856227.706879996,1.8749999999999984,86.51306265419734,29378.18283208997,248143.45189917056,-77.15963711356966,39.23736069085064
4250,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004250,572.575101669483,573,8432.079434167574,0.0679043771041049,4856227.706879996,1.8749999999999984,305.3733875570579,49211.34809276583,248143.45189917056,-76.92986290092531,39.23652069203618
4251,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004251,1581.330180679824,1581,8432.079434167574,0.1875373913428906,4856227.706879996,1.8749999999999984,843.3760963625737,51415.03312172981,248143.45189917056,-76.90433278177588,39.236401188492906
4252,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004252,3205.7577644143066,3206,8432.079434167574,0.380185906625153,4856227.706879996,1.8749999999999984,1709.7374743542985,53618.718150693785,248143.45189917056,-76.87880274542117,39.23627645095783
4253,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004253,5999.724588806516,6000,8432.079434167574,0.7115355868796814,4856227.706879996,1.8749999999999984,3199.853114030145,55822.40317965778,248143.45189917056,-76.85327279540925,39.23614647945481
4254,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004254,5261.1045886025895,5261,8432.079434167574,0.6239391634860675,4856227.706879996,1.8749999999999984,2805.922447254717,58026.08820862175,248143.45189917056,-76.82774293528813,39.236011274008696
4255,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004255,5127.46944994938,5127,8432.079434167574,0.6080907432124506,4856227.706879996,1.8749999999999984,2734.6503733063387,60229.77323758574,248143.45189917056,-76.80221316860572,39.23587083464541
4256,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004256,3936.40143900438,3936,8432.079434167574,0.4668363800100973,4856227.706879996,1.8749999999999984,2099.414100802338,62433.45826654972,248143.45189917056,-76.77668349890986,39.235725161391805
4257,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004257,1110.5063676526547,1111,8432.079434167574,0.1317001786241219,4856227.706879996,1.8749999999999984,592.2700627480831,64637.14329551372,248143.45189917056,-76.75115392974833,39.23557425427575
4258,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004258,836.7679626575759,837,8432.079434167574,0.0992362523610622,4856227.706879996,1.8749999999999984,446.2762467507076,66840.82832447768,248143.45189917056,-76.72562446466878,39.23541811332616
4259,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004259,7212.134973740515,7212,8432.079434167574,0.855321042697519,4856227.706879996,1.8749999999999984,3846.471985994945,69044.51335344168,248143.45189917056,-76.70009510721883,39.23525673857286
4260,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004260,2619.9809221227097,2620,8432.079434167574,0.3107158729442588,4856227.706879996,1.8749999999999984,1397.3231584654466,71248.19838240567,248143.45189917056,-76.67456586094599,39.23509013004679
4261,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004261,6858.1915836646185,6858,8432.079434167574,0.8133452296327506,4856227.706879996,1.8749999999999984,3657.7021779544666,75655.56844033362,248143.45189917056,-76.62350771612111,39.2347412118048
4262,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004262,9.466918364028023,9,8432.079434167574,0.001122726420919,4856227.706879996,1.8749999999999984,5.049023127481617,80062.9384982616,248143.45189917056,-76.5724500585723,39.23437135886729
4263,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004263,0.3878777740574662,0,8432.079434167574,4.600025143095181e-05,4856227.706879996,1.8749999999999984,0.2068681461639822,82266.62352722559,248143.45189917056,-76.5469214213941,39.23417858197558
4264,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004264,5254.222246690902,5254,8432.079434167574,0.6231229541553299,1214056.9267199829,0.4687499999999934,11209.007459607416,72900.96215412863,248694.37315641157,-76.65536333583593,39.23992516040376
4265,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004265,4759.533268580432,4760,8432.079434167574,0.5644554591474029,1214056.9267199829,0.4687499999999934,10153.67097297173,74002.80466861065,248694.37315641157,-76.64259795814186,39.239837925563606
4266,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004266,2789.3622901614804,2789,8432.079434167574,0.3308036068610459,1214056.9267199829,0.4687499999999934,5950.639552344575,77308.33221205663,248694.37315641157,-76.60430200560691,39.23956837003573
4267,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004267,77.83942906200129,78,8432.079434167574,0.0092313443759304,1214056.9267199829,0.4687499999999934,166.05744866560508,78410.17472653862,248694.37315641157,-76.59153674975596,39.23947590120492
4268,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004268,500.0966245463527,500,8432.079434167574,0.05930881325903,1214056.9267199829,0.4687499999999934,1066.872799032234,66289.9070672367,249796.2156708936,-76.73185494661863,39.25034791267888
4269,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004269,592.5790363820507,593,8432.079434167574,0.0702767379041598,1214056.9267199829,0.4687499999999934,1264.1686109483926,67391.7495817187,249796.2156708936,-76.71908771664377,39.25026851934441
4270,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_004270,1764.4385832705402,1764,8432.079434167574,0.2092530789167936,1214056.9267199829,0.4687499999999934,3764.1356443105383,68493.59209620068,249796.2156708936,-76.70632051381413,39.25018781732344
